esn001	79.04670694639803	
esn002	77.27844061708679	
esn003	77.04071684133082	
esn004	76.84921964486077	
esn005	76.14079022586989	
esn006	74.99486848630875	
esn007	70.8947425638496	
esn010	100	
esn011	77.47423140278302	
esn012	77.7752514169335	
esn013	77.40919258463158	
esn014	79.45434066032696	
esn015	78.91088436565666	
esn016	78.86265949145083	
esn017	79.27779612806835	
esn018	79.04721434179427	
esn019	79.21517835635203	
esn020	77.72940233458392	
esn021	82.39601375964497	
esn022	89.76110784694428	
esn023	78.71996264172846	
esn024	73.32955084749696	
esn025	73.52486864278968	
esn026	74.97398844038291	
esn027	76.41460881195954	
esn028	73.19631241621961	
esn029	74.90156438870243	
esn030	74.5388611778511	
esn031	75.1942517249946	
esn032	72.84225777126177	
esn033	73.92745549841678	
esn034	74.43077139543227	
esn035	74.9492821689662	
esn036	99.28921102063174	
esn037	103.25999634253128	
esn038	105.86700134770233	
esn039	106.7801691145725	
esn040	106.51715367752257	
esn041	79.08426363475506	
esn042	80.1848415449605	
esn043	78.91268069555981	
esn044	80.09010234099084	
esn045	78.6054732737314	
esn046	78.09201176225385	
esn047	95.16649853598187	
esn048	77.56350076604059	
esn049	97.91567948270706	
esn050	76.75429143971994	
esn051	96.47424428498014	
esn052	104.57839455000564	
esn053	116.34348501011092	
esn054	116.87048324119341	
esn055	91.19519206054464	
esn056	109.57966553174336	
esn057	105.13397904102185	
esn058	106.35644850127908	
esn059	104.5396949410138	
esn060	97.89058407133032	
esn061	102.79098788114007	
esn062	82.9967745851673	
esn063	79.42465913549321	
esn064	74.06973570879099	
esn065	80.32021413138547	
esn066	77.44957079408438	
esn067	98.8040725684072	
esn068	101.91233767568836	
esn069	101.06702765873142	
esn070	111.46904898386474	
esn071	90.79560264827404	
esn072	95.56997370302096	
esn073	95.80986308283397	
esn074	94.05371115943753	
esn075	90.34655454918861	
esn076	95.39940623835832	
esn077	91.38623715196556	
esn078	97.01216710357767	
esn079	99.4430789068605	
esn080	294.61736174293924	
esn081	144.73975741959768	
esn082	96.31219055935932	
esn083	141.40611978461652	
esn084	95.67868066295104	
esn085	100.48400874902899	
esn086	93.110235717954	
esn087	96.11317506237657	
esn088	100.4585840696908	
esn089	108.34708931562344	
esn090	101.28283581449578	
esn091	98.71730833728961	
esn092	118.49488384988275	
esn093	108.4109741605229	
esn094	350.2810708684138	
esn095	85.06855413732424	
esn096	124.02439636991868	
esn097	341.75681863067325	
esn098	209.00929424378924	
esn099	397.1728413253626	
esn100	349.08047322593285	
esn101	305.7879702797412	
esn102	309.98054672540167	
esn103	318.19640946792015	
esn104	324.1005613968328	
esn105	270.6993968705588	
esn106	272.89286635669	
esn107	286.95136226439496	
esn108	269.44843053624413	
esn109	286.9640562125234	
esn110	364.29118258085873	
esn111	210.99357351681255	
esn112	315.9798002325055	
esn113	237.20511199685495	
esn114	324.8021813114268	
esn115	347.132365220042	
esn116	290.62882663491746	
esn117	343.9884558503108	
esn118	301.01324740214676	
esn119	295.15358077118066	
esn120	307.4197122968768	
esn121	285.70024584213064	
esn122	281.69008300462815	
esn123	248.41633040011394	
esn124	261.40339022042843	
esn125	276.98504487036433	
esn126	288.70187897901974	
esn127	415.88031672917515	
esn128	443.749073543919	
esn129	154.3031076251261	
esn130	162.70044677022545	
esn131	144.5694378413828	
esn132	126.02524789700027	
